52.25240,-0.09128
52.25240,-0.09128
52.25240,-0.09129
52.25240,-0.09129
52.25239,-0.09129
52.25239,-0.09129
52.25239,-0.09129
52.25239,-0.09128
52.25239,-0.09128
52.25239,-0.09128
52.25239,-0.09128
52.25239,-0.09128
52.25239,-0.09127
52.25238,-0.09127
52.25237,-0.09126
52.25238,-0.09127
52.25238,-0.09127
52.25238,-0.09127
52.25238,-0.09127
52.25238,-0.09127
52.25238,-0.09127
52.25238,-0.09127
52.25238,-0.09127
52.25238,-0.09127
52.25238,-0.09127
52.25238,-0.09126
52.25238,-0.09126
52.25238,-0.09126
52.25238,-0.09126
52.25238,-0.09126
52.25238,-0.09125
52.25238,-0.09125
52.25238,-0.09125
52.25238,-0.09125
52.25237,-0.09125
52.25236,-0.09125
52.25236,-0.09126
52.25236,-0.09126
52.25236,-0.09126
52.25236,-0.09127
52.25236,-0.09127
52.25236,-0.09127
52.25236,-0.09127
52.25236,-0.09129
52.25235,-0.09129
52.25235,-0.09129
52.25235,-0.09129
52.25235,-0.09129
52.25236,-0.09130
52.25236,-0.09130
52.25235,-0.09130
52.25235,-0.09130
52.25235,-0.09129
52.25235,-0.09129
52.25235,-0.09129
52.25235,-0.09129
52.25235,-0.09129
52.25235,-0.09129
52.25234,-0.09129
52.25234,-0.09129
52.25234,-0.09129
52.25234,-0.09129
52.25234,-0.09129
52.25234,-0.09130
52.25234,-0.09130
52.25234,-0.09129
52.25234,-0.09129
52.25235,-0.09129
52.25235,-0.09129
52.25235,-0.09129
52.25234,-0.09129
52.25233,-0.09132
52.25234,-0.09133
52.25234,-0.09134
52.25234,-0.09134
52.25234,-0.09133
52.25234,-0.09133
52.25234,-0.09131
52.25234,-0.09131
52.25234,-0.09131
52.25234,-0.09131
52.25235,-0.09133
52.25235,-0.09134
52.25234,-0.09134
52.25234,-0.09134
52.25234,-0.09133
52.25234,-0.09133
52.25234,-0.09133
52.25234,-0.09133
52.25234,-0.09133
52.25234,-0.09133
52.25235,-0.09133
52.25235,-0.09133
52.25235,-0.09133
52.25234,-0.09133
52.25234,-0.09133
52.25234,-0.09134
52.25234,-0.09134
52.25234,-0.09134
52.25234,-0.09133
52.25234,-0.09133
52.25234,-0.09133
52.25234,-0.09133
52.25234,-0.09133
52.25234,-0.09132
52.25234,-0.09132
